Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG_Per,3P,3PA,3P_Per,2P,2PA,2P_Per,eFG_Per,FT,FTA,FT_Per,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
363,Isaiah Thomas\thomais02,PG,30,WAS,3,0,21.0,6.0,13.0,.462,2.7,6.7,.400,3.3,6.3,.526,.564,1.7,1.7,1.000,0.3,2.7,3.0,7.3,0.3,0.3,3.3,2.3,16.3
364,Matt Thomas\thomama02,SG,25,TOR,3,0,10.0,1.3,2.0,.667,1.0,1.7,.600,0.3,0.3,1.000,.917,0.0,0.0,,0.0,1.0,1.0,0.0,0.3,0.0,0.3,0.7,3.7
365,Tristan Thompson\thomptr01,C,28,CLE,6,6,33.2,7.5,13.7,.549,0.2,0.3,.500,7.3,13.3,.550,.555,1.3,3.0,.444,4.0,7.5,11.5,2.5,0.5,1.7,0.3,2.7,16.5
366,Matisse Thybulle\thybuma01,SG,22,PHI,5,2,20.6,1.2,5.2,.231,1.0,3.8,.263,0.2,1.4,.143,.327,1.2,1.6,.750,0.4,1.0,1.4,1.4,2.8,1.4,2.2,3.0,4.6
367,Anthony Tolliver\tollian01,PF,34,POR,6,3,18.3,0.8,3.2,.263,0.7,2.5,.267,0.2,0.7,.250,.368,0.8,1.0,.833,0.3,2.8,3.2,1.0,0.3,0.3,0.5,1.2,3.2
368,Karl-Anthony Towns\townska01,C,24,MIN,4,4,31.0,9.3,17.0,.544,4.5,8.5,.529,4.8,8.5,.559,.676,4.3,6.8,.630,2.0,9.5,11.5,4.0,2.5,1.8,2.5,2.8,27.3
369,Gary Trent\trentga02,SG,21,POR,3,0,3.7,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.7,0.0
370,Allonzo Trier\trieral01,SG,24,NYK,4,1,18.8,2.3,5.8,.391,1.3,3.5,.357,1.0,2.3,.444,.500,3.0,4.3,.706,0.3,1.8,2.0,1.8,0.3,0.5,2.3,2.8,8.8
371,P.J. Tucker\tuckepj01,PF,34,HOU,6,6,33.8,4.2,7.8,.532,2.7,5.3,.500,1.5,2.5,.600,.702,0.7,0.7,1.000,1.7,5.0,6.7,1.7,1.5,0.5,1.0,3.7,11.7
372,Evan Turner\turneev01,PG,31,ATL,3,0,11.3,1.3,2.3,.571,0.0,0.3,.000,1.3,2.0,.667,.571,1.3,1.7,.800,0.0,1.0,1.0,2.3,1.0,0.0,0.7,0.7,4.0
373,Myles Turner\turnemy01,C,23,IND,4,4,31.5,5.5,10.0,.550,2.0,3.8,.533,3.5,6.3,.560,.650,1.8,2.3,.778,2.3,4.5,6.8,0.5,0.5,1.3,1.8,2.0,14.8
374,Jonas Valančiūnas\valanjo01,C,27,MEM,5,5,20.2,4.6,9.4,.489,0.8,2.0,.400,3.8,7.4,.514,.532,2.0,2.2,.909,2.2,6.4,8.6,1.8,0.4,0.6,2.0,2.6,12.0
375,Denzel Valentine\valende01,SG,26,CHI,1,0,5.0,1.0,4.0,.250,1.0,2.0,.500,0.0,2.0,.000,.375,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
376,Jarred Vanderbilt\vandeja01,PF,20,DEN,1,0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
377,Fred VanVleet\vanvlfr01,SG,25,TOR,6,6,37.8,4.8,12.7,.382,2.3,5.8,.400,2.5,6.8,.366,.474,4.2,4.3,.962,0.2,4.2,4.3,7.2,1.2,0.2,2.3,2.5,16.2
378,Noah Vonleh\vonleno01,C,24,MIN,5,0,14.0,2.2,3.2,.688,0.0,0.6,.000,2.2,2.6,.846,.688,0.6,0.6,1.000,0.8,3.0,3.8,0.6,0.8,0.2,0.8,1.6,5.0
379,Nikola Vučević\vucevni01,C,29,ORL,6,6,30.5,6.7,15.5,.430,0.8,3.8,.217,5.8,11.7,.500,.457,2.7,3.0,.889,2.5,7.3,9.8,2.3,0.8,0.7,1.3,2.0,16.8
380,Moritz Wagner\wagnemo01,C,22,WAS,5,0,18.6,4.6,7.2,.639,1.0,2.4,.417,3.6,4.8,.750,.708,1.4,1.8,.778,1.2,3.4,4.6,0.4,0.6,0.8,3.4,3.4,11.6
381,Kemba Walker\walkeke02,PG,29,BOS,5,5,35.0,7.6,19.0,.400,3.4,9.2,.370,4.2,9.8,.429,.489,7.6,8.2,.927,1.8,3.4,5.2,3.8,1.0,0.4,2.2,2.2,26.2
382,Lonnie Walker\walkelo01,SG,21,SAS,3,0,4.0,0.3,1.0,.333,0.0,0.3,.000,0.3,0.7,.500,.333,0.3,0.7,.500,0.0,1.3,1.3,0.0,0.0,0.0,0.0,1.0,1.0
383,Tyrone Wallace\wallaty01,SG,25,ATL,2,0,17.0,3.5,6.0,.583,0.0,1.0,.000,3.5,5.0,.700,.583,2.0,3.0,.667,1.0,2.0,3.0,2.0,0.5,0.0,1.5,2.0,9.0
384,Taurean Waller-Prince\princta02,SF,25,BRK,6,6,33.2,5.3,12.0,.444,3.3,7.5,.444,2.0,4.5,.444,.583,1.5,2.3,.643,0.8,5.5,6.3,1.3,1.0,0.7,2.0,2.7,15.5
385,Derrick Walton\waltode01,PG,24,LAC,2,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,Brad Wanamaker\wanambr01,PG,30,BOS,5,0,8.0,0.8,1.8,.444,0.0,0.2,.000,0.8,1.6,.500,.444,0.6,0.6,1.000,0.2,1.4,1.6,1.2,0.4,0.2,0.8,1.0,2.2
387,T.J. Warren\warretj01,SF,26,IND,6,6,34.5,6.5,14.8,.438,0.3,2.7,.125,6.2,12.2,.507,.449,1.7,2.3,.714,0.8,2.3,3.2,0.8,1.5,0.2,1.0,3.2,15.0
388,PJ Washington\washipj01,PF,21,CHO,6,6,33.7,5.7,10.2,.557,2.3,4.7,.500,3.3,5.5,.606,.672,1.3,2.2,.615,1.0,5.7,6.7,1.2,1.2,0.5,2.2,2.8,15.0
389,Russell Westbrook\westbru01,PG,31,HOU,6,6,33.2,7.8,17.0,.461,1.2,4.7,.250,6.7,12.3,.541,.495,4.3,6.5,.667,2.2,7.7,9.8,9.2,1.8,0.7,4.2,2.8,21.2
390,Coby White\whiteco01,PG,19,CHI,7,0,22.7,4.0,11.1,.359,1.3,4.9,.265,2.7,6.3,.432,.417,1.1,1.6,.727,0.3,3.0,3.3,2.3,0.6,0.0,1.3,1.0,10.4
391,Derrick White\whitede01,PG,25,SAS,6,1,23.7,4.8,8.7,.558,1.0,2.0,.500,3.8,6.7,.575,.615,3.0,3.7,.818,1.0,2.2,3.2,1.8,0.5,0.5,0.8,3.2,13.7
392,Hassan Whiteside\whiteha01,C,30,POR,5,5,25.4,5.0,7.8,.641,0.0,0.0,,5.0,7.8,.641,.641,2.8,3.6,.778,3.0,9.2,12.2,0.8,0.6,1.2,2.6,3.8,12.8
393,Andrew Wiggins\wiggian01,SF,24,MIN,5,5,32.8,7.6,18.0,.422,1.8,6.4,.281,5.8,11.6,.500,.472,3.4,4.2,.810,1.8,3.8,5.6,2.0,0.4,0.6,1.4,1.8,20.4
394,Grant Williams\willigr01,PF,21,BOS,5,0,18.0,1.6,4.4,.364,0.0,1.6,.000,1.6,2.8,.571,.364,1.4,1.8,.778,1.4,1.6,3.0,1.2,0.8,0.6,0.8,1.8,4.6
395,Kenrich Williams\willike04,PF,25,NOP,6,0,20.2,1.8,4.5,.407,1.0,2.8,.353,0.8,1.7,.500,.519,0.8,1.5,.556,1.5,2.8,4.3,1.7,1.0,0.7,0.5,2.8,5.5
396,Lou Williams\willilo02,SG,33,LAC,7,1,30.7,6.7,16.1,.416,1.4,4.4,.323,5.3,11.7,.451,.460,5.4,6.9,.792,0.4,3.0,3.4,4.7,0.4,0.0,2.6,1.1,20.3
397,Marvin Williams\willima02,PF,33,CHO,6,0,18.0,2.7,5.2,.516,1.7,3.5,.476,1.0,1.7,.600,.677,0.7,0.8,.800,0.5,1.5,2.0,0.7,0.5,0.0,0.5,1.5,7.7
398,Robert Williams\williro04,C,22,BOS,4,1,15.3,2.0,3.0,.667,0.0,0.0,,2.0,3.0,.667,.667,0.3,0.5,.500,1.3,3.8,5.0,2.0,1.3,1.0,0.5,3.0,4.3
399,Nigel Williams-Goss\willini01,PG,25,UTA,3,0,2.3,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.3,0.0
400,D.J. Wilson\wilsodj01,PF,23,MIL,2,0,4.0,0.5,2.0,.250,0.5,1.5,.333,0.0,0.5,.000,.375,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,1.5
401,Justise Winslow\winslju01,SF,23,MIA,4,4,37.8,5.8,15.3,.377,0.8,2.5,.300,5.0,12.8,.392,.402,2.5,4.3,.588,2.0,6.5,8.5,5.8,1.3,0.8,3.5,3.3,14.8
402,Christian Wood\woodch01,PF,24,DET,6,0,13.7,2.8,4.3,.654,0.8,1.7,.500,2.0,2.7,.750,.750,1.5,2.3,.643,1.0,2.7,3.7,0.0,0.0,0.7,1.0,0.3,8.0
403,Delon Wright\wrighde01,SG,27,DAL,6,2,25.5,4.2,6.8,.610,1.0,1.7,.600,3.2,5.2,.613,.683,1.5,1.7,.900,0.3,3.2,3.5,4.2,1.7,0.0,0.7,1.3,10.8
404,Thaddeus Young\youngth01,PF,31,CHI,7,0,23.1,4.7,10.0,.471,1.6,4.4,.355,3.1,5.6,.564,.550,0.1,0.6,.250,0.7,3.0,3.7,1.4,1.3,0.3,1.3,1.4,11.1
405,Trae Young\youngtr01,PG,21,ATL,4,4,29.8,9.0,17.8,.507,3.5,7.0,.500,5.5,10.8,.512,.606,5.3,6.5,.808,0.5,4.5,5.0,7.3,1.0,0.0,5.0,1.3,26.8
406,Cody Zeller\zelleco01,C,27,CHO,5,5,29.0,5.8,11.0,.527,0.8,2.4,.333,5.0,8.6,.581,.564,1.6,2.4,.667,4.8,7.6,12.4,1.6,0.6,0.6,1.6,2.8,14.0
407,Ivica Zubac\zubaciv01,C,22,LAC,7,7,16.6,3.1,4.4,.710,0.0,0.0,,3.1,4.4,.710,.710,2.7,3.1,.864,1.6,4.7,6.3,0.6,0.1,1.6,1.1,2.0,9.0
